"ISO3","Country","Year","Survey","Indicator","Admin","Region_Name","Mean","Median","Lower_CI","Upper_CI","Width_90_CI","Coefficient_of_Variation"
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Kayes",0.5939,0.5939,0.5163,0.6671,0.1508,0.1137
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Kidal",0.5331,0.5331,0.3781,0.682,0.3039,0.2043
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Koulikouro",0.8303,0.8303,0.7622,0.882,0.1198,0.2137
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Mopti",0.5743,0.5743,0.4704,0.672,0.2016,0.1459
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Segou",0.5967,0.5967,0.5102,0.6775,0.1673,0.1272
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Sikasso",0.7388,0.7388,0.6667,0.8001,0.1334,0.1558
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",1,"Tombouctou",0.2774,0.2774,0.1777,0.4055,0.2278,0.2524
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Bamako_Bamako",0.9788,0.9801,0.9652,0.9884,0.02317,0.3705
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Gao_Ansongo",0.533,0.5347,0.3264,0.7324,0.406,0.2676
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Gao_Bourem",0.6393,0.6516,0.4402,0.8116,0.3714,0.338
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Gao_Gao",0.5384,0.5379,0.3807,0.6942,0.3135,0.213
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Gao_Menaka",0.5606,0.5612,0.2009,0.8881,0.6872,0.4873
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Bafoulabe",0.6074,0.6096,0.4491,0.7558,0.3067,0.2375
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Diema",0.6228,0.6271,0.4866,0.744,0.2574,0.2122
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Kayes",0.6518,0.6607,0.5015,0.7904,0.289,0.2597
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Kenieba",0.3613,0.3587,0.2536,0.4711,0.2174,0.1842
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Kita",0.6372,0.6383,0.505,0.7599,0.2549,0.2208
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Nioro",0.4891,0.4771,0.2754,0.7315,0.4561,0.2833
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kayes_Yelimane",0.7909,0.8122,0.5748,0.9325,0.3578,0.5799
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kidal_Abeibara",0.5212,0.514,0.1304,0.8918,0.7614,0.4892
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kidal_Kidal",0.5333,0.5347,0.3798,0.6888,0.309,0.2063
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kidal_Tessalit",0.5233,0.5331,0.134,0.9021,0.7681,0.511
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Kidal_Tin-Essako",0.5194,0.5265,0.1287,0.8863,0.7576,0.5031
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Banamba",0.6149,0.6229,0.4658,0.7529,0.287,0.2341
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Dioila",0.8638,0.8741,0.7565,0.9325,0.176,0.4402
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Kangaba",0.8925,0.9098,0.7547,0.9738,0.2191,0.7872
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Kati",0.9379,0.9454,0.8759,0.975,0.09919,0.6066
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Kolokani",0.6171,0.6189,0.5038,0.7209,0.2171,0.1706
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Koulikoro",0.8711,0.8777,0.7819,0.9359,0.1541,0.3839
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Koulikouro_Nara",0.42,0.4171,0.2144,0.6405,0.4261,0.3129
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Bandiagara",0.4212,0.4216,0.3005,0.5435,0.243,0.1793
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Bankass",0.5212,0.525,0.3781,0.661,0.2829,0.1886
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Djenne",0.8004,0.8132,0.6558,0.9111,0.2553,0.4298
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Douentza",0.6521,0.68,0.3002,0.9116,0.6115,0.5957
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Koro",0.525,0.5316,0.2721,0.7462,0.4741,0.3046
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Mopti",0.805,0.809,0.7064,0.8857,0.1793,0.2871
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Tenenkou",0.7051,0.7501,0.3367,0.939,0.6024,0.7393
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Mopti_Youwarou",0.6833,0.7264,0.3053,0.9336,0.6283,0.7193
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Baroueli",0.6843,0.6942,0.5181,0.8296,0.3114,0.3007
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Bla",0.8824,0.8874,0.8139,0.9336,0.1198,0.3205
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Macina",0.5729,0.5787,0.3168,0.8094,0.4926,0.3588
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Niono",0.5731,0.5752,0.4547,0.6849,0.2302,0.1684
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_San",0.5744,0.5821,0.4106,0.731,0.3204,0.2279
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Segou",0.5704,0.5718,0.4365,0.6983,0.2618,0.1863
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Segou_Tominian",0.2089,0.2036,0.1347,0.3014,0.1667,0.2492
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Bougouni",0.7544,0.7691,0.5728,0.881,0.3082,0.408
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Kadiolo",0.8364,0.8551,0.6366,0.959,0.3224,0.6918
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Kolondieba",0.7073,0.7173,0.5437,0.843,0.2993,0.3263
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Koutiala",0.7494,0.7519,0.6512,0.8392,0.1879,0.2329
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Sikasso",0.726,0.7311,0.6131,0.8225,0.2094,0.2402
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Yanfolila",0.6999,0.7075,0.5477,0.818,0.2702,0.2803
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Sikasso_Yorosso",0.4755,0.4762,0.2653,0.6785,0.4132,0.2642
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Tombouctou_Dire",0.3732,0.3637,0.1824,0.5831,0.4007,0.3433
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Tombouctou_Goundam",0.2019,0.188,0.08848,0.3553,0.2668,0.4576
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Tombouctou_Gourma-Rharous",0.6057,0.6198,0.3766,0.8087,0.4321,0.3524
"MLI","Mali",2018,"ML2018DHS","RH_DELA_C_SKP",2,"Tombouctou_Niafunke",0.2755,0.257,0.1187,0.4807,0.362,0.4369
